date,sourceType,xeroId,contact,description,accountCode,accountName,accountType,accountClass,lineAmount,taxType
2026-04-20,SPEND bank txn,3233bed6-36d7-4ed7-b2d1-21daa36a01a7,Hassan Hasan,,325,Direct Expenses,DIRECTCOSTS,EXPENSE,110,NONE
2026-03-13,SPEND bank txn,33362445-02d2-4259-911c-b96fd2473cb5,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-03-16,SPEND bank txn,335ca4ee-6da9-4f2f-855c-444fad15fbea,Ian W Bentley Bulk Transport Ltd,Utilities,469,Rent & Rates,OVERHEADS,EXPENSE,110.24,RRINPUT
2026-04-20,SPEND bank txn,33987c78-06a2-43d0-9cde-e97fdc95f26a,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-12-01,SPEND bank txn,34258391-d137-49d8-a019-e1cfaadeea5d,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-02-22,SPEND bank txn,34411d4d-3a2d-40aa-a09e-7fa80065eb4e,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,915,Credit Flex 1650,CURRLIAB,LIABILITY,307.62,NONE
2026-01-15,SPEND bank txn,34ad6d8c-05e1-47e0-a626-06d391b73725,Amazon,"AMZNMktplace*Z33UX91D4 - 1 Principal Pl, Worship St, LONDON",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,29.99,INPUT2
2026-04-01,SPEND bank txn,35e5ca30-b672-41b1-a0eb-6721344af722,DVLA-VN08LZK,DVLA-VN08LZK ref: ,325,Direct Expenses,DIRECTCOSTS,EXPENSE,23.18,NONE
2026-01-22,SPEND bank txn,35ed8c63-e459-4287-872d-c6a0f6a31d04,QUANTUM TUNING LTD,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,828,NONE
2025-12-09,SPEND bank txn,3661b931-b7f3-41ba-98c3-002586e63db9,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,200,NONE
2026-03-17,SPEND bank txn,366ddca4-c0ee-423c-911d-c8771034e2f7,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,144,NONE
2026-04-09,SPEND bank txn,36ba5f33-c52a-44b3-ba32-719c3281a7d0,PROREMAPS,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-04-08,SPEND bank txn,36cc28ef-fc7f-426e-9ca2-dca044cb666d,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,918,Credit Flex 3800,CURRLIAB,LIABILITY,282.37,NONE
2026-02-27,SPEND bank txn,375ed0fb-c818-4780-b085-62117d62575c,REECE RILEY,Reece Riley ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,1700.15,NONE
2026-01-23,SPEND bank txn,37cc14cc-f4cd-4182-b642-acc63742cde6,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-02-09,SPEND bank txn,38d711f6-d71b-4df3-a69b-654d5533ca64,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,24,NONE
2026-02-05,SPEND bank txn,3955d2f5-0d86-4daa-ad28-6cc968297d3c,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-04-02,SPEND bank txn,39c26d50-fd79-45f9-b69e-b72a8a2e2ad8,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-01-27,SPEND bank txn,39c65709-8729-45f2-83ec-9fbd0f2f5237,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2025-11-25,SPEND bank txn,39dae585-95e4-44cf-9742-98ce29d3f27e,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-01-21,SPEND bank txn,39e3de85-8daf-4aca-aafe-2b70998449e6,Amazon,"Amazon.co.uk*EY01E0VI5 - 1 Principal Place, Worship Str, LONDON",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,26.25,INPUT2
2026-02-03,SPEND bank txn,3bcd6787-bc82-4ac2-b347-74f1edca352d,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-13,SPEND bank txn,3c02fdc1-2839-4eef-9c7f-00a6c3124a29,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-01-05,SPEND bank txn,3c3a1a2c-eff3-4d46-b5ea-a82a420bb2bf,RETAIL MOTOR IND F,RETAIL MOTOR IND F ref: ,485,Subscriptions,OVERHEADS,EXPENSE,153.5,NONE
2025-11-10,SPEND bank txn,3caf39b8-16c0-4986-9e59-5a32620af1cd,MYPOS,,485,Subscriptions,OVERHEADS,EXPENSE,24,NONE
2026-03-19,SPEND bank txn,3ccdac20-c1e8-4c27-b08a-889b8cd5f4c6,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-01-02,SPEND bank txn,3ccfae17-b37f-4333-abf9-2ef726769ff5,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,200,NONE
2026-02-02,SPEND bank txn,3ceb5f44-bf06-42e1-aa2e-43f2f06ad6da,DVLA-N15NAH,DVLA-N15NAH ref: ,325,Direct Expenses,DIRECTCOSTS,EXPENSE,22.31,NONE
2025-11-04,SPEND bank txn,3d4a6b60-8606-4636-bf38-ea1480564679,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-04-13,SPEND bank txn,3e1b0a07-f44f-4c97-b4d2-77ca82ae6470,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,74.16,NONE
2026-03-03,SPEND bank txn,3ed199c6-4a33-4c8f-8be4-a95844f12aea,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,917,Credit Flex 3000,CURRLIAB,LIABILITY,576.42,NONE
2026-04-17,SPEND bank txn,3ee64ab6-fe42-4031-9b8c-871d7a14d130,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,49.44,INPUT2
2026-04-22,SPEND bank txn,3eff62e5-3906-4819-bd8e-5818e4a3aef2,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,122.49,NONE
2026-02-26,SPEND bank txn,3f7d5ebb-70ed-4380-b79f-ef3c777dce12,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,921,Credit Flex 3500,CURRLIAB,LIABILITY,357.94,NONE
2026-03-05,SPEND bank txn,4010046d-0f81-4da1-abd4-4c9459a70a52,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-12-18,SPEND bank txn,405dda5a-3bff-4425-a804-b2578030ed26,EMS,EMS ref: ,485,Subscriptions,OVERHEADS,EXPENSE,53,INPUT2
2025-11-26,SPEND bank txn,408f10e2-c657-47ee-9563-f62081524f4c,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-03-14,SPEND bank txn,41ec162b-03c2-4a88-8f2e-100ea01f0efa,REECE RILEY,Reece Riley ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,50,NONE
2026-01-04,SPEND bank txn,42665a07-eb41-4c88-9d06-e75b189e3224,MOT MANAGER,VAT No 240 4408 43.,485,Subscriptions,OVERHEADS,EXPENSE,150,INPUT2
2025-11-28,SPEND bank txn,42bd1d5e-9018-4a88-8f64-79f4bd126bd0,JOANNE ELIZABETH,,612,Sales Control Account,CURRENT,ASSET,213,NONE
2025-11-07,SPEND bank txn,43dc4fbe-b993-4b92-ac96-96ab6d6d130b,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,200,NONE
2026-03-09,SPEND bank txn,441ae4be-7f01-457e-b14f-254587f2ad92,JOHNSONS WORKWEAR 1,VAT: GB825489105,492,Workwear,EXPENSE,EXPENSE,75.84,INPUT2
2026-05-23,SPEND bank txn,44f750d6-42f2-498a-b439-cd0fdfd28ec5,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,923,Credit Flex 828,CURRLIAB,LIABILITY,154.37,NONE
2025-12-16,SPEND bank txn,4548a7b3-81e8-47bb-9aaf-74187b520136,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-11-10,SPEND bank txn,4588c2b7-65ef-4e07-8672-9b88bb2fed0d,BARCLAYCARD,BARCLAYCARD ref: ,404,Bank Fees,OVERHEADS,EXPENSE,20,EXEMPTINPUT
2026-02-18,SPEND bank txn,45c69aa9-10d5-4737-9601-d560a87dc28c,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,24,NONE
2026-02-22,SPEND bank txn,45d1b6ea-aff7-4124-a08f-739f209a5a3b,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-04-07,SPEND bank txn,45da59d6-4b47-4aaf-9220-b2fac387ffdd,Alliance automotive UK LV ltd,VAT: GB945169595,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,1000,INPUT2
2026-04-30,SPEND bank txn,46127bbe-4d91-485a-b322-30a763ba3961,Napa Auto Parts,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,400,INPUT2
2026-06-02,SPEND bank txn,46569105-bb89-4674-ad3f-cac71f23f713,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,916,Credit Flex - 760.80,CURRLIAB,LIABILITY,129.62,NONE
2026-05-06,SPEND bank txn,467edb6b-aac8-45d3-88af-bc946acc6509,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,919,Credit Flex 950,CURRLIAB,LIABILITY,68.68,NONE
2025-11-19,SPEND bank txn,468d41a3-71a5-4b63-a1ef-1fb795f4fac8,General Traffic,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,5000,INPUT2
2025-11-24,SPEND bank txn,46998d13-79ee-4a0e-97c8-99248423e1fc,The Searchpoint Group,"THE SEARCHPOINT GROUP - Earl Business CentreDowry Street, OLDHAM",400,Advertising & Marketing,OVERHEADS,EXPENSE,60,NONE
2025-11-13,SPEND bank txn,46f77ced-bc3b-4e89-af2f-4945378a8c49,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-02-19,SPEND bank txn,470b4281-aece-4cee-bdce-07963c2fddc2,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-02-27,SPEND bank txn,471294bf-bf52-4bc8-b204-6b125b735a87,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-02-05,SPEND bank txn,472e0ff1-fb13-4f45-a259-e7de65c45cd3,MOT MANAGER,VAT No 240 4408 43.,485,Subscriptions,OVERHEADS,EXPENSE,150,INPUT2
2026-02-05,SPEND bank txn,47352c26-588b-400e-bafb-e394d551881b,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-04-17,SPEND bank txn,476ab4ad-4e8f-4851-b9b7-f81c0af57dbb,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,144,NONE
2026-04-01,SPEND bank txn,47b0b51c-520a-4db9-b7c8-c77379332bcd,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-03-06,SPEND bank txn,4987f8cd-819a-4c61-8155-e7b44ab87803,dvsa,,325,Direct Expenses,DIRECTCOSTS,EXPENSE,102.5,NONE
2026-01-06,SPEND bank txn,499883a1-3903-494d-8633-9ea784f76c38,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,912,Credit Flex - 827.08,CURRLIAB,LIABILITY,224.11,NONE
2026-03-03,SPEND bank txn,49ea7166-da60-45c4-80d9-59fe32ac0714,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-02-27,SPEND bank txn,4a0b18a9-abb3-46a5-acc3-802f81a1af8d,Alliance automotive UK LV ltd,VAT: GB945169595,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,781.67,INPUT2
2026-04-29,SPEND bank txn,4a647174-389b-43ec-972b-06988d7d7c1a,QUANTUMTUNING,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,90,INPUT2
2026-03-25,SPEND bank txn,4a7584bb-3a33-4605-93db-745ec8f8fbe5,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2025-11-20,SPEND bank txn,4b5e98cd-c937-4249-8276-fa1648dc0b44,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-05-05,SPEND bank txn,4b5ebc72-0b5e-4d75-9ba7-b24ff2d07806,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,919,Credit Flex 950,CURRLIAB,LIABILITY,80.29,NONE
2026-01-08,SPEND bank txn,4b9828da-1d68-4025-b0a7-552ff09a039a,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-03-18,SPEND bank txn,4c6a85b1-cae9-40a7-897d-72c204bdc369,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2025-11-27,SPEND bank txn,4d28b09d-7a5a-48ce-b8c6-60e7a80a1570,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-03-12,SPEND bank txn,4d2a8d74-9719-492a-9e85-ecff4ca96959,Alliance automotive UK LV ltd,VAT: GB945169595,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,1000,INPUT2
2026-01-02,SPEND bank txn,4db742ac-ed6c-42cc-9697-2d50bc09b218,Ebay,"eBay O*16-13303-92199 - 1 MORE LONDON PLACE, INTERNET",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,89.49,INPUT2
2026-03-26,SPEND bank txn,4dfb9ccc-ab98-4d2a-aad9-dabcee5662dc,dvsa,,325,Direct Expenses,DIRECTCOSTS,EXPENSE,102.5,NONE
2026-04-23,SPEND bank txn,4e2685ad-9090-4e61-9287-b5e6b9e15ab4,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,923,Credit Flex 828,CURRLIAB,LIABILITY,44.02,NONE
2026-04-23,SPEND bank txn,4e89f988-ebf7-4e01-8d1d-8a47aab0e17c,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-01-17,SPEND bank txn,4eaecb43-9259-46a1-ad1a-4a8f384551aa,Oil Salvage Limited,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,54,INPUT2
2026-03-17,SPEND bank txn,4eb7053f-bbdc-492f-9193-4d84c6d4b460,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,922,Credit Flex 850,CURRLIAB,LIABILITY,158.47,NONE
2025-12-02,SPEND bank txn,4f16d520-e12f-4024-9bd5-acab5b927590,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2025-11-26,SPEND bank txn,4f58f1cb-79c2-4a20-8982-a2141f8e1f1a,DEBT & REVENUE SERVICE,,825,PAYE Payable,CURRLIAB,LIABILITY,800,NONE
2026-01-29,SPEND bank txn,4fb89d10-9e23-4074-832b-045de0bc0038,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-12-10,SPEND bank txn,507c8fdb-d222-456a-8710-b05c11d63126,SARAH SCHOFIELd,Sarah Schofield ref: ,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,380,INPUT2
2025-12-24,SPEND bank txn,50b83ecf-e1ef-48ff-9504-2b5d7bb50a91,CLOSE-KONSILEO,CLOSE-KONSILEO ref: ,433,Insurance,OVERHEADS,EXPENSE,875.71,EXEMPTINPUT
2026-04-01,SPEND bank txn,51227af8-d028-4c7f-83a3-48fb79ed3192,PROREMAPS,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2025-12-08,SPEND bank txn,5135c7b3-8b26-4d37-b44d-25abdffd103e,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-03-10,SPEND bank txn,513b8926-7799-42ca-93cb-dc9dd1cba90b,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2025-11-15,SPEND bank txn,514b8ff5-b42b-421c-8660-a94dafa96142,BANOZE TYRES WHOLESALE,VAT No: GB247160514,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,338.45,INPUT2
2026-01-09,SPEND bank txn,51ab4d0e-3b66-46af-b7d0-dfffaf3a361b,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,49.44,INPUT2
2025-12-24,SPEND bank txn,526871e8-a481-4618-9b89-09ece2c050a7,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,148.32,INPUT2
2026-07-05,SPEND bank txn,5291e4c5-ccb0-4e8f-b6df-e9da1ece7624,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,919,Credit Flex 950,CURRLIAB,LIABILITY,16.99,NONE
2026-03-28,SPEND bank txn,5374aaff-cff9-4725-8c99-35bdff0c29f5,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,914,Credit Flex 1530.15,CURRLIAB,LIABILITY,414.09,NONE
2026-02-11,SPEND bank txn,53e90c14-b974-43dc-af2b-73719d9299b2,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-01-21,SPEND bank txn,541c176c-6a68-4586-8d18-9a0064438aa9,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-04-17,SPEND bank txn,545b59a9-72f2-4a30-8773-91e15056d349,CALDER CLUTCH,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,90,NONE
2025-11-20,SPEND bank txn,546a3ecd-5ba7-4b3b-8ac9-20749f24c6f3,Amazon,"AMZNMktplace*Z33UX91D4 - 1 Principal Pl, Worship St, LONDON",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,24.95,INPUT2
2026-02-02,SPEND bank txn,548034b4-86c1-4820-a215-5599ec035a1c,SCOTT FILL,Scott Fill ref: ,814,Wages Payable - Payroll,CURRLIAB,LIABILITY,150,NONE
2025-11-12,SPEND bank txn,5493369c-4aec-432c-ae6f-cedef8ce1f43,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-12-11,SPEND bank txn,54c7e59a-da7f-4f00-828b-0bda31ddf458,CLEARBUSINESS,Subscription for payments solution provider ,485,Subscriptions,OVERHEADS,EXPENSE,18,INPUT2
2026-03-07,SPEND bank txn,5576f704-ea57-4bac-95d0-a0a1733c25e3,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-03-17,SPEND bank txn,55fe6741-3d7c-44ff-9701-84141ce8576d,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-03-30,SPEND bank txn,5673845f-5fe6-4ca7-9a67-d9a1e36c0432,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-02-05,SPEND bank txn,569fc3ff-db77-4b09-b117-1190104e7629,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-01-28,SPEND bank txn,56b90aee-67d7-4307-9551-c9c74e098947,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-01-22,SPEND bank txn,56c2f4bf-6402-4189-9a82-1b8558cc033b,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-01-11,SPEND bank txn,56edb991-7997-41bb-b39c-1350e6e15d94,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-02-26,SPEND bank txn,57634d51-de73-4cb9-9aff-f64548a3fd31,Amazon,"Amazon.co.uk*EY01E0VI5 - 1 Principal Place, Worship Str, LONDON",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,26.4,INPUT2
2025-12-12,SPEND bank txn,5865d447-6c6f-46f8-b797-dc67afcd8fd7,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2026-01-13,SPEND bank txn,5920bb9e-dad4-4494-803f-e4edd52d5ba2,PROREMAPS,"PROREMAPS.CO.UK - Unit 4, Whitacre Industrial Park Whitacre Str, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,74.16,INPUT2
2026-02-03,SPEND bank txn,5927617b-7952-4f5f-bb31-cf21ebcf16b8,MARKETPLACE MERCHA,MARKETPLACE MERCHA ref: ,400,Advertising & Marketing,OVERHEADS,EXPENSE,36,NONE
2026-04-10,SPEND bank txn,59530945-47ce-45ee-bd08-fd184a1de58e,TAKEPAYMENTS LTD,,485,Subscriptions,OVERHEADS,EXPENSE,1.2,EXEMPTINPUT
2026-04-29,SPEND bank txn,5999c8de-8770-486a-bb55-0b05103a89c7,Napa Auto Parts,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,300,INPUT2
2026-03-25,SPEND bank txn,59ab65ee-cc1f-496c-a928-35e5bbe02ecb,MAXIMISE CAPITAL FINANCE LTD,,907,Loan - MAXCAP,TERMLIAB,LIABILITY,1136,NONE
2026-05-07,SPEND bank txn,5acc2e6b-b2ca-4510-bb6c-6c67539fa7fb,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,918,Credit Flex 3800,CURRLIAB,LIABILITY,184.46,NONE
2026-03-10,SPEND bank txn,5ad3e6b1-d1d0-4475-86c3-7f27c6e16036,SARAH SCHOFIELd,Sarah Schofield ref: ,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,380,INPUT2
2026-02-23,SPEND bank txn,5b4fc608-a775-409b-a8c1-733ba4b2b9e9,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,923,Credit Flex 828,CURRLIAB,LIABILITY,154.37,NONE
2026-02-27,SPEND bank txn,5b70cdc7-38a6-4602-b629-8125d1e725b0,Amazon,"AMZNMktplace*Z33UX91D4 - 1 Principal Pl, Worship St, LONDON",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,48.99,INPUT2
2026-01-06,SPEND bank txn,5b99caa1-2d7c-4e77-8075-481e443f43e9,Amazon,"AMZNMktplace*Z33UX91D4 - 1 Principal Pl, Worship St, LONDON",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,141.95,INPUT2
2026-02-02,SPEND bank txn,5bca5986-9e7c-440a-bedf-ad4b10e7a432,Youlend,YOULEND ref: ,900,You Lend Loan,TERMLIAB,LIABILITY,78.88,NONE
2025-12-17,SPEND bank txn,5bedb73f-5ad7-45f2-a78d-92dc57b98b30,BOOKMYGARAGE,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,144,NONE
2025-12-10,SPEND bank txn,5bf6bb41-e15a-4f95-93ca-0f3c6d92ac83,TPS Huddersfield,"VWG-HUDDERSFIELD TPS - UNIT F, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,120.26,INPUT2
2026-03-05,SPEND bank txn,5d093e1d-b095-47a8-9f17-d1b2ea0dd91c,Credit Flex,CREDIT_FLEX_FASANARA_COLLECTIONS,919,Credit Flex 950,CURRLIAB,LIABILITY,177.12,NONE
2026-03-13,SPEND bank txn,5e153f6e-021c-4df4-bc66-1c26792e3faa,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-02-19,SPEND bank txn,5e394541-7ad8-43fb-ac42-4cbb8c6b7d29,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-01-08,SPEND bank txn,5e73b2da-8443-46a2-871d-1985e831ed24,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-02-12,SPEND bank txn,5ea45f76-15a9-4645-a274-d1c4fd9292b6,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-02-20,SPEND bank txn,5f272e85-4daf-47b1-80f9-4c3b8f0f8d67,JOHNSONS WORKWEAR 1,VAT: GB825489105,492,Workwear,EXPENSE,EXPENSE,75.84,INPUT2
2025-12-30,SPEND bank txn,5f599058-63cf-44d7-9798-16346f461ad2,CAPIFY,CAPIFY ref: ,864,CAPIFY UK LLC,TERMLIAB,LIABILITY,49.16,NONE
2026-03-10,SPEND bank txn,5f9939fb-57ce-4bc0-bff4-55f73a3e7359,TAKEPAYMENTS LTD,,485,Subscriptions,OVERHEADS,EXPENSE,1.2,EXEMPTINPUT
2025-11-26,SPEND bank txn,5fa65f5d-519a-4f20-ac65-b3b97276a75c,TPS Huddersfield,"VWG-HUDDERSFIELD TPS - UNIT F, HUDDERSFIELD",310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,6.37,INPUT2
2025-11-21,SPEND bank txn,5ffad748-6b48-4759-bc08-0330dfc972d4,General Traffic,,310,Cost of Goods Sold,DIRECTCOSTS,EXPENSE,900,INPUT2
